old_id	lifted_id	method	symbol
ENSRNOG00000006681	ENSRNOG00000006681	direct	RDH10
ENSRNOG00000006684	ENSRNOG00000006684	direct	ZFP317
ENSRNOG00000006689	ENSRNOG00000006689	direct	CHD7
ENSRNOG00000006695	ENSRNOG00000006695	direct	RBCK1
ENSRNOG00000006697	ENSRNOG00000006697	direct	PIP4P2
ENSRNOG00000006698	ENSRNOG00000006698	direct	RAB33A
ENSRNOG00000006699	ENSRNOG00000006699	direct	MLH3
ENSRNOG00000006700	ENSRNOG00000006700	direct	NTAQ1
ENSRNOG00000006703	ENSRNOG00000006703	direct	ZFP398
ENSRNOG00000006705	ENSRNOG00000006705	direct	MKKS
ENSRNOG00000006706	ENSRNOG00000006706	direct	OLR724
ENSRNOG00000006709	ENSRNOG00000006709	direct	PZP
ENSRNOG00000006711	ENSRNOG00000006711	direct	ZFP212
ENSRNOG00000006713	NA	unmapped	AC099137.1
ENSRNOG00000006715	ENSRNOG00000086224	symbol	CCR1
ENSRNOG00000006716	ENSRNOG00000006716	direct	OLR725
ENSRNOG00000006717	ENSRNOG00000006717	direct	ANKRD26
ENSRNOG00000006718	ENSRNOG00000006718	direct	RBM33
ENSRNOG00000006719	ENSRNOG00000062890	symbol	ZFP618
ENSRNOG00000006720	ENSRNOG00000006720	direct	RNPEP
ENSRNOG00000006721	NA	unmapped	AABR07049064.1
ENSRNOG00000006723	ENSRNOG00000006723	direct	ITGA11
ENSRNOG00000006726	ENSRNOG00000006726	direct	ZFP9
ENSRNOG00000006727	ENSRNOG00000006727	direct	DTD2
ENSRNOG00000006729	ENSRNOG00000006729	direct	SLC24A4
ENSRNOG00000006730	ENSRNOG00000083822	symbol	CCR1L1
ENSRNOG00000006731	ENSRNOG00000006731	direct	SPC25
ENSRNOG00000006732	ENSRNOG00000006732	direct	SPO11
ENSRNOG00000006733	ENSRNOG00000006733	direct	SRGAP2
ENSRNOG00000006734	ENSRNOG00000068637	id_history	OLR1606
ENSRNOG00000006735	ENSRNOG00000006735	direct	CDKN2B
ENSRNOG00000006736	ENSRNOG00000006736	direct	CCR3
ENSRNOG00000006738	ENSRNOG00000006738	direct	FBXO32
ENSRNOG00000006740	ENSRNOG00000006740	direct	CASTOR1
ENSRNOG00000006741	ENSRNOG00000006741	direct	PODNL1
ENSRNOG00000006744	ENSRNOG00000006744	direct	ACYP1
ENSRNOG00000006746	ENSRNOG00000084296	id_history	OLR1607
ENSRNOG00000006747	ENSRNOG00000006747	direct	CC2D1A
ENSRNOG00000006749	ENSRNOG00000006749	direct	TMTC3
ENSRNOG00000006751	ENSRNOG00000006751	direct	PSMD6
ENSRNOG00000006753	ENSRNOG00000006753	direct	TGM3
ENSRNOG00000006756	ENSRNOG00000006756	direct	MAGED1
ENSRNOG00000006759	ENSRNOG00000006759	direct	ANKRD24
ENSRNOG00000006761	ENSRNOG00000006761	direct	SH3GL2
ENSRNOG00000006762	ENSRNOG00000006762	direct	SNU13
ENSRNOG00000006763	ENSRNOG00000006763	direct	RBM18
ENSRNOG00000006766	ENSRNOG00000006766	direct	LAPTM4B
ENSRNOG00000006767	ENSRNOG00000006767	direct	CST7
ENSRNOG00000006770	ENSRNOG00000006770	direct	BRD4
ENSRNOG00000006771	ENSRNOG00000081832	id_history	OLR729
ENSRNOG00000006776	ENSRNOG00000006776	direct	SMYD1
ENSRNOG00000006778	ENSRNOG00000006778	direct	MMP19
ENSRNOG00000006779	ENSRNOG00000006779	direct	CROT
ENSRNOG00000006782	ENSRNOG00000006782	direct	RGD1560028
ENSRNOG00000006783	ENSRNOG00000006783	direct	NEB
ENSRNOG00000006784	ENSRNOG00000006784	direct	SEMA4F
ENSRNOG00000006785	ENSRNOG00000006785	direct	DCAF8
ENSRNOG00000006787	ENSRNOG00000006787	direct	DHCR24
ENSRNOG00000006789	ENSRNOG00000006789	direct	DDIT3
ENSRNOG00000006792	ENSRNOG00000006792	direct	CEP57
ENSRNOG00000006795	ENSRNOG00000006795	direct	APMAP
ENSRNOG00000006796	ENSRNOG00000006796	direct	ZFP146
ENSRNOG00000006797	ENSRNOG00000006797	direct	ZFP280C
ENSRNOG00000006800	ENSRNOG00000006800	direct	PGAP4
ENSRNOG00000006802	ENSRNOG00000006802	direct	LRRN1
ENSRNOG00000006803	ENSRNOG00000006803	direct	DNAJC10
ENSRNOG00000006804	ENSRNOG00000006804	direct	PPP1R42
ENSRNOG00000006806	ENSRNOG00000006806	direct	SETMAR
ENSRNOG00000006807	ENSRNOG00000006807	direct	ALDOB
ENSRNOG00000006810	ENSRNOG00000006810	direct	LANCL2
ENSRNOG00000006813	ENSRNOG00000006813	direct	SUMF1
ENSRNOG00000006814	ENSRNOG00000006814	direct	KLRG2
ENSRNOG00000006816	ENSRNOG00000006816	direct	UBR5
ENSRNOG00000006818	ENSRNOG00000006818	direct	ARL6IP5
ENSRNOG00000006819	ENSRNOG00000078042	id_history	OLR731
ENSRNOG00000006824	ENSRNOG00000006824	direct	HDAC11
ENSRNOG00000006827	ENSRNOG00000006827	direct	TMEM198B
ENSRNOG00000006828	ENSRNOG00000006828	direct	BAZ1A
ENSRNOG00000006829	NA	unmapped	AABR07052125.1
ENSRNOG00000006830	ENSRNOG00000006830	direct	TGM6
ENSRNOG00000006831	ENSRNOG00000006831	direct	PGR
ENSRNOG00000006832	ENSRNOG00000006832	direct	ZDHHC5
ENSRNOG00000006833	ENSRNOG00000006833	direct	RB1CC1
ENSRNOG00000006839	ENSRNOG00000006839	direct	ARL5A
ENSRNOG00000006841	ENSRNOG00000006841	direct	ANO4
ENSRNOG00000006844	ENSRNOG00000006844	direct	DNAJC14
ENSRNOG00000006845	ENSRNOG00000006845	direct	PSAPL1
ENSRNOG00000006846	ENSRNOG00000006846	direct	EN2
ENSRNOG00000006850	ENSRNOG00000006850	direct	OVOL2
ENSRNOG00000006853	ENSRNOG00000006853	direct	ELAVL2
ENSRNOG00000006855	ENSRNOG00000006855	direct	PADI4
ENSRNOG00000006857	ENSRNOG00000006857	direct	AABR07060833.1
ENSRNOG00000006858	ENSRNOG00000006858	direct	PYURF
ENSRNOG00000006859	ENSRNOG00000006859	direct	INSIG1
ENSRNOG00000006860	ENSRNOG00000006860	direct	ITK
ENSRNOG00000006864	ENSRNOG00000006864	direct	SCAPER
ENSRNOG00000006865	ENSRNOG00000006865	direct	LAPTM4A
ENSRNOG00000006867	ENSRNOG00000006867	direct	ETV1
ENSRNOG00000006868	ENSRNOG00000006868	direct	UBE2Z
ENSRNOG00000006870	ENSRNOG00000006870	direct	MTDH
ENSRNOG00000006871	ENSRNOG00000006871	direct	SLC25A14
ENSRNOG00000006873	ENSRNOG00000006873	direct	DNASE1
ENSRNOG00000006874	ENSRNOG00000006874	direct	OPN1SW
ENSRNOG00000006876	ENSRNOG00000078426	symbol	MSX1
ENSRNOG00000006877	ENSRNOG00000006877	direct	EFNB1
ENSRNOG00000006878	ENSRNOG00000006878	direct	SLC26A3
ENSRNOG00000006884	ENSRNOG00000006884	direct	RGD1563263
ENSRNOG00000006885	ENSRNOG00000006885	direct	DBX2
ENSRNOG00000006888	ENSRNOG00000006888	direct	GCFC2
ENSRNOG00000006889	ENSRNOG00000006889	direct	AMBP
ENSRNOG00000006893	ENSRNOG00000006893	direct	PPM1K
ENSRNOG00000006894	ENSRNOG00000006894	direct	TOR1A
ENSRNOG00000006895	ENSRNOG00000006895	direct	VPS53
ENSRNOG00000006898	ENSRNOG00000006898	direct	MRPS16
ENSRNOG00000006899	ENSRNOG00000006899	direct	AKAP14
ENSRNOG00000006901	ENSRNOG00000006901	direct	CD320
ENSRNOG00000006905	ENSRNOG00000006905	direct	HECTD1
ENSRNOG00000006908	ENSRNOG00000063836	symbol	POU3F2
ENSRNOG00000006911	ENSRNOG00000006911	direct	SPTB
ENSRNOG00000006913	ENSRNOG00000006913	direct	RPAIN
ENSRNOG00000006916	ENSRNOG00000006916	direct	SARDH
ENSRNOG00000006919	ENSRNOG00000006919	direct	CLVS1
ENSRNOG00000006920	ENSRNOG00000006920	direct	HTR3B
ENSRNOG00000006921	ENSRNOG00000006921	direct	RBL1
ENSRNOG00000006924	ENSRNOG00000006924	direct	TMEM125
ENSRNOG00000006925	ENSRNOG00000006925	direct	ZFP786
ENSRNOG00000006926	ENSRNOG00000006926	direct	ATP6V0D2
ENSRNOG00000006929	ENSRNOG00000006929	direct	HNRNPLL
ENSRNOG00000006930	ENSRNOG00000006930	direct	CASQ1
ENSRNOG00000006931	ENSRNOG00000006931	direct	EEPD1
ENSRNOG00000006932	ENSRNOG00000006932	direct	AABR07029272.1
ENSRNOG00000006934	ENSRNOG00000006934	direct	ACVR1B
ENSRNOG00000006939	ENSRNOG00000006901	symbol	NDUFA7
ENSRNOG00000006940	ENSRNOG00000006940	direct	NCF4
ENSRNOG00000006941	ENSRNOG00000006941	direct	THUMPD3
ENSRNOG00000006943	ENSRNOG00000006943	direct	AABR07072108.1
ENSRNOG00000006946	ENSRNOG00000006946	direct	ARHGAP9
ENSRNOG00000006947	ENSRNOG00000006947	direct	PDHX
ENSRNOG00000006949	ENSRNOG00000006949	direct	C1QBP
ENSRNOG00000006950	ENSRNOG00000006950	direct	PADI3
ENSRNOG00000006952	ENSRNOG00000006952	direct	PREX1
ENSRNOG00000006956	ENSRNOG00000006956	direct	AABR07049085.1
ENSRNOG00000006957	ENSRNOG00000006957	direct	GRIA4
ENSRNOG00000006958	ENSRNOG00000006958	direct	AC126572.1
ENSRNOG00000006961	ENSRNOG00000006961	direct	SNRPB
ENSRNOG00000006962	ENSRNOG00000006962	direct	STK32C
ENSRNOG00000006963	ENSRNOG00000006963	direct	CTSE
ENSRNOG00000006965	ENSRNOG00000006965	direct	AFF4
ENSRNOG00000006966	ENSRNOG00000006966	direct	NFIA
ENSRNOG00000006967	ENSRNOG00000006967	direct	XIAP
ENSRNOG00000006968	ENSRNOG00000006968	direct	MRPL19
ENSRNOG00000006970	ENSRNOG00000006970	direct	NTN3
ENSRNOG00000006971	NA	unmapped	AABR07047593.1
ENSRNOG00000006972	ENSRNOG00000006972	direct	ZFP189
ENSRNOG00000006973	ENSRNOG00000006973	direct	RGD1307947
ENSRNOG00000006975	ENSRNOG00000006975	direct	WASL
ENSRNOG00000006976	ENSRNOG00000006976	direct	MED6
ENSRNOG00000006978	ENSRNOG00000006978	direct	MTERF2
ENSRNOG00000006979	ENSRNOG00000006979	direct	HPCA
ENSRNOG00000006980	ENSRNOG00000006980	direct	VCPIP1
ENSRNOG00000006983	ENSRNOG00000006983	direct	NR2C1
ENSRNOG00000006984	ENSRNOG00000006984	direct	MAPK11
ENSRNOG00000006985	ENSRNOG00000006985	direct	CCNK
ENSRNOG00000006986	ENSRNOG00000006986	direct	RGD1304624
ENSRNOG00000006987	ENSRNOG00000067167	symbol	TMEM263
ENSRNOG00000006989	ENSRNOG00000006989	direct	VAMP2
ENSRNOG00000006990	ENSRNOG00000006990	direct	GRB7
ENSRNOG00000006992	ENSRNOG00000084049	symbol	RPL7
ENSRNOG00000006994	ENSRNOG00000006994	direct	SPACA3
ENSRNOG00000006995	ENSRNOG00000006995	direct	ANO6
ENSRNOG00000006996	ENSRNOG00000006996	direct	MMS22L
ENSRNOG00000006997	ENSRNOG00000006997	direct	APP
ENSRNOG00000006998	ENSRNOG00000006998	direct	FHL4
ENSRNOG00000006999	ENSRNOG00000006999	direct	DNAI4
ENSRNOG00000007000	ENSRNOG00000007000	direct	GRHL2
ENSRNOG00000007002	ENSRNOG00000007002	direct	LIF
ENSRNOG00000007003	ENSRNOG00000007003	direct	MEI1
ENSRNOG00000007006	ENSRNOG00000007006	direct	SLC3A1
ENSRNOG00000007012	ENSRNOG00000007012	direct	LY75
ENSRNOG00000007014	ENSRNOG00000007014	direct	CNKSR2
ENSRNOG00000007017	ENSRNOG00000007017	direct	TMC2
ENSRNOG00000007018	ENSRNOG00000007018	direct	MAPKBP1
ENSRNOG00000007023	ENSRNOG00000007023	direct	GALM
ENSRNOG00000007025	ENSRNOG00000007025	direct	EVC2
ENSRNOG00000007027	ENSRNOG00000007027	direct	HGF
ENSRNOG00000007029	ENSRNOG00000007029	direct	DNAJA1
ENSRNOG00000007030	ENSRNOG00000007030	direct	EPHA7
ENSRNOG00000007031	ENSRNOG00000007031	direct	TRIM9
ENSRNOG00000007032	ENSRNOG00000007032	direct	AMIGO2
ENSRNOG00000007033	ENSRNOG00000007033	direct	SORCS2
ENSRNOG00000007034	ENSRNOG00000007034	direct	HIPK2
ENSRNOG00000007036	ENSRNOG00000007036	direct	TGFBR1
ENSRNOG00000007037	ENSRNOG00000007037	direct	CFAP57
ENSRNOG00000007038	ENSRNOG00000007038	direct	CNTN5
ENSRNOG00000007040	ENSRNOG00000007040	direct	TIMM17A
ENSRNOG00000007041	ENSRNOG00000007041	direct	ABCG2
ENSRNOG00000007043	ENSRNOG00000007043	direct	PRORP
ENSRNOG00000007044	ENSRNOG00000007044	direct	L3MBTL1
ENSRNOG00000007046	ENSRNOG00000007046	direct	CFAP70
ENSRNOG00000007047	ENSRNOG00000007047	direct	EPS8
ENSRNOG00000007048	ENSRNOG00000007048	direct	RAP1B
ENSRNOG00000007049	ENSRNOG00000007049	direct	BCL11A
ENSRNOG00000007051	ENSRNOG00000007051	direct	RRAGA
ENSRNOG00000007053	ENSRNOG00000007053	direct	MED7
ENSRNOG00000007054	ENSRNOG00000007054	direct	DHX33
ENSRNOG00000007057	ENSRNOG00000007057	direct	CSMD2
ENSRNOG00000007059	ENSRNOG00000007059	direct	ATP1B4
ENSRNOG00000007060	ENSRNOG00000007060	direct	PLIN2
ENSRNOG00000007061	ENSRNOG00000007061	direct	ARHGEF33
ENSRNOG00000007062	ENSRNOG00000007062	direct	RIN3
ENSRNOG00000007064	ENSRNOG00000007064	direct	ZFP746
ENSRNOG00000007066	ENSRNOG00000007066	direct	HTR5A
ENSRNOG00000007067	ENSRNOG00000007067	direct	PADI1
ENSRNOG00000007069	ENSRNOG00000007069	direct	ADHFE1
ENSRNOG00000007076	ENSRNOG00000007076	direct	AABR07055919.1
ENSRNOG00000007077	ENSRNOG00000007077	direct	FEM1B
ENSRNOG00000007078	ENSRNOG00000007078	direct	CCN4
ENSRNOG00000007080	ENSRNOG00000007080	direct	KIF12
ENSRNOG00000007081	ENSRNOG00000007081	direct	XDH
ENSRNOG00000007083	ENSRNOG00000007083	direct	GPN2
ENSRNOG00000007084	ENSRNOG00000007084	direct	MARCHF10
ENSRNOG00000007088	ENSRNOG00000007088	direct	XPOT
ENSRNOG00000007089	ENSRNOG00000007089	direct	LGMN
ENSRNOG00000007090	ENSRNOG00000007090	direct	CACNA1C
ENSRNOG00000007091	ENSRNOG00000007091	direct	LY6E
ENSRNOG00000007092	ENSRNOG00000007092	direct	FGB
ENSRNOG00000007097	ENSRNOG00000007097	direct	GPATCH3
ENSRNOG00000007098	ENSRNOG00000007098	direct	GTPBP10
ENSRNOG00000007099	ENSRNOG00000007099	direct	S100PBP
ENSRNOG00000007100	ENSRNOG00000007100	direct	CCDC136
ENSRNOG00000007102	ENSRNOG00000007102	direct	ACSS1
ENSRNOG00000007104	ENSRNOG00000007104	direct	ITPR1
ENSRNOG00000007106	ENSRNOG00000007106	direct	SOS1
ENSRNOG00000007110	ENSRNOG00000007110	direct	ANKRD6
ENSRNOG00000007111	ENSRNOG00000007111	direct	NRDC
ENSRNOG00000007112	ENSRNOG00000046021	symbol	PCSK1N
ENSRNOG00000007114	ENSRNOG00000007114	direct	PSMA6
ENSRNOG00000007115	ENSRNOG00000067300	symbol	CREBL2
ENSRNOG00000007117	ENSRNOG00000007117	direct	CLUAP1
ENSRNOG00000007118	ENSRNOG00000007118	direct	EVA1A
ENSRNOG00000007120	ENSRNOG00000007120	direct	MTMR3
ENSRNOG00000007124	ENSRNOG00000007124	direct	KRCC1
ENSRNOG00000007125	ENSRNOG00000007125	direct	VPS54
ENSRNOG00000007126	ENSRNOG00000007126	direct	GPR19
ENSRNOG00000007127	ENSRNOG00000007127	direct	BBS5
ENSRNOG00000007128	ENSRNOG00000007128	direct	NOP56
ENSRNOG00000007129	ENSRNOG00000007129	direct	CD8B
ENSRNOG00000007131	ENSRNOG00000007131	direct	PAXIP1
ENSRNOG00000007133	ENSRNOG00000007133	direct	PLXNB2
ENSRNOG00000007134	ENSRNOG00000007134	direct	STRAP
ENSRNOG00000007136	ENSRNOG00000007136	direct	ANXA7
ENSRNOG00000007137	ENSRNOG00000007137	direct	LY6I
ENSRNOG00000007139	ENSRNOG00000007139	direct	TTPA
ENSRNOG00000007141	ENSRNOG00000007141	direct	PREB
ENSRNOG00000007142	ENSRNOG00000007142	direct	B3GAT1
ENSRNOG00000007147	ENSRNOG00000007147	direct	CYP46A1
ENSRNOG00000007151	ENSRNOG00000007151	direct	CDK14
ENSRNOG00000007152	ENSRNOG00000007152	direct	BHLHE40
ENSRNOG00000007158	ENSRNOG00000007158	direct	QTRT1
ENSRNOG00000007159	ENSRNOG00000007159	direct	CCL2
ENSRNOG00000007160	ENSRNOG00000007160	direct	KAT14
ENSRNOG00000007164	ENSRNOG00000007164	direct	CLN6
ENSRNOG00000007172	ENSRNOG00000007172	direct	MAP4K3
ENSRNOG00000007174	ENSRNOG00000007174	direct	UTP11
ENSRNOG00000007175	ENSRNOG00000007175	direct	MIER1
ENSRNOG00000007177	ENSRNOG00000007177	direct	POGLUT3
ENSRNOG00000007178	ENSRNOG00000007178	direct	CD8A
ENSRNOG00000007184	ENSRNOG00000007184	direct	RGD1305298
ENSRNOG00000007189	ENSRNOG00000007189	direct	TTC22
ENSRNOG00000007197	ENSRNOG00000007197	direct	NR1H4
ENSRNOG00000007200	ENSRNOG00000007200	direct	IKZF3
ENSRNOG00000007202	ENSRNOG00000007202	direct	SEMA3D
ENSRNOG00000007203	ENSRNOG00000007203	direct	PSMC6
ENSRNOG00000007206	ENSRNOG00000007206	direct	CFAP20DC
ENSRNOG00000007212	ENSRNOG00000007212	direct	HYAL4
ENSRNOG00000007213	ENSRNOG00000007213	direct	YARS1
ENSRNOG00000007214	ENSRNOG00000007214	direct	OMA1
ENSRNOG00000007218	ENSRNOG00000007218	direct	LEAP2
ENSRNOG00000007219	ENSRNOG00000059714	symbol	HSP90AA1
ENSRNOG00000007221	ENSRNOG00000007221	direct	DUT
ENSRNOG00000007224	ENSRNOG00000007224	direct	BMT2
ENSRNOG00000007227	ENSRNOG00000007227	direct	MIEN1
ENSRNOG00000007229	ENSRNOG00000007229	direct	NR0B2
ENSRNOG00000007230	ENSRNOG00000007230	direct	KANK3
ENSRNOG00000007231	ENSRNOG00000007231	direct	SPAM1
ENSRNOG00000007232	ENSRNOG00000007232	direct	LAO1
ENSRNOG00000007234	ENSRNOG00000007234	direct	CYP51
ENSRNOG00000007235	ENSRNOG00000007235	direct	ATP5MC1
ENSRNOG00000007237	ENSRNOG00000007237	direct	ID2
ENSRNOG00000007238	ENSRNOG00000007238	direct	LOC297756
ENSRNOG00000007240	ENSRNOG00000007240	direct	RRS1
ENSRNOG00000007241	ENSRNOG00000007241	direct	FNBP4
ENSRNOG00000007242	ENSRNOG00000007242	direct	EHMT1
ENSRNOG00000007243	ENSRNOG00000007243	direct	HAVCR1
ENSRNOG00000007246	ENSRNOG00000007246	direct	ATXN7
ENSRNOG00000007247	ENSRNOG00000007247	direct	A2ML1
ENSRNOG00000007249	ENSRNOG00000007249	direct	CDKN1B
ENSRNOG00000007250	ENSRNOG00000007250	direct	SIX4
ENSRNOG00000007253	ENSRNOG00000007253	direct	CBLL1
ENSRNOG00000007254	ENSRNOG00000007254	direct	TTC9
ENSRNOG00000007255	ENSRNOG00000007255	direct	ZPBP2
ENSRNOG00000007256	ENSRNOG00000007256	direct	NECAB1
ENSRNOG00000007258	ENSRNOG00000007258	direct	SBSPON
ENSRNOG00000007261	ENSRNOG00000007261	direct	GLI2
ENSRNOG00000007262	ENSRNOG00000007262	direct	CCDC134
ENSRNOG00000007266	ENSRNOG00000007266	direct	RGD1311251
ENSRNOG00000007267	ENSRNOG00000007267	direct	MNAT1
ENSRNOG00000007268	ENSRNOG00000007268	direct	RGD1561796
ENSRNOG00000007270	ENSRNOG00000007270	direct	IL12RB2
ENSRNOG00000007271	ENSRNOG00000007271	direct	MAP3K9
ENSRNOG00000007272	ENSRNOG00000007272	direct	RNF103
ENSRNOG00000007280	ENSRNOG00000007280	direct	NAA60
ENSRNOG00000007281	ENSRNOG00000007281	direct	FLNC
ENSRNOG00000007283	ENSRNOG00000007283	direct	ERLEC1
ENSRNOG00000007284	ENSRNOG00000007284	direct	SLC2A1
ENSRNOG00000007285	ENSRNOG00000007285	direct	TP53RK
ENSRNOG00000007286	ENSRNOG00000007286	direct	MDM1
ENSRNOG00000007288	ENSRNOG00000007288	direct	M1AP
ENSRNOG00000007290	ENSRNOG00000007290	direct	ATP1A2
ENSRNOG00000007291	ENSRNOG00000007291	direct	TERF1
ENSRNOG00000007292	ENSRNOG00000007292	direct	SPDL1
ENSRNOG00000007294	ENSRNOG00000007294	direct	SNTG1
ENSRNOG00000007299	ENSRNOG00000007299	direct	CAAP1
ENSRNOG00000007300	ENSRNOG00000007300	direct	C1QTNF6
ENSRNOG00000007301	ENSRNOG00000007301	direct	GDF9
ENSRNOG00000007302	ENSRNOG00000007302	direct	FBN1
ENSRNOG00000007304	ENSRNOG00000007304	direct	HERC3
ENSRNOG00000007307	ENSRNOG00000007307	direct	SYDE1
ENSRNOG00000007310	ENSRNOG00000007310	direct	KLRB1B
ENSRNOG00000007315	ENSRNOG00000007315	direct	THOC2
ENSRNOG00000007316	ENSRNOG00000007316	direct	IDH3B
ENSRNOG00000007319	ENSRNOG00000007319	direct	TRIB3
ENSRNOG00000007320	ENSRNOG00000007320	direct	FAM3D
ENSRNOG00000007323	ENSRNOG00000007323	direct	RIC8B
ENSRNOG00000007324	ENSRNOG00000007324	direct	PLXNA2
ENSRNOG00000007325	ENSRNOG00000007325	direct	USP28
ENSRNOG00000007326	ENSRNOG00000007326	direct	PREPL
ENSRNOG00000007327	ENSRNOG00000007327	direct	PARS2
ENSRNOG00000007329	ENSRNOG00000007329	direct	FRMD6
ENSRNOG00000007330	ENSRNOG00000007330	direct	CAPZB
ENSRNOG00000007331	ENSRNOG00000007331	direct	RRAGD
ENSRNOG00000007332	ENSRNOG00000007332	direct	SSTR3
ENSRNOG00000007333	ENSRNOG00000007333	direct	WDR20
ENSRNOG00000007334	NA	unmapped	LY6H
ENSRNOG00000007335	ENSRNOG00000007335	direct	CCL11
ENSRNOG00000007336	NA	unmapped	CHURC1
ENSRNOG00000007338	ENSRNOG00000007338	direct	FBLN2
ENSRNOG00000007340	ENSRNOG00000007340	direct	DCP1B
ENSRNOG00000007341	ENSRNOG00000007341	direct	MROH8
ENSRNOG00000007345	ENSRNOG00000007345	direct	AMOT
ENSRNOG00000007346	ENSRNOG00000007346	direct	TAMALIN
ENSRNOG00000007348	ENSRNOG00000007348	direct	OLR1087
ENSRNOG00000007349	ENSRNOG00000007349	direct	ASCC2
ENSRNOG00000007350	ENSRNOG00000007350	direct	RAC2
ENSRNOG00000007351	ENSRNOG00000007351	direct	GGH
ENSRNOG00000007352	ENSRNOG00000007352	direct	CASP14
ENSRNOG00000007354	ENSRNOG00000007354	direct	TRPA1
ENSRNOG00000007356	ENSRNOG00000007356	direct	CHMP3
ENSRNOG00000007359	ENSRNOG00000007359	direct	GCA
ENSRNOG00000007364	ENSRNOG00000007364	direct	RAB15
ENSRNOG00000007365	ENSRNOG00000007365	direct	IL22
ENSRNOG00000007367	ENSRNOG00000007367	direct	SEPTIN4
ENSRNOG00000007369	ENSRNOG00000007369	direct	SHISA4
ENSRNOG00000007370	ENSRNOG00000007370	direct	RNF144A
ENSRNOG00000007371	ENSRNOG00000007371	direct	RBMX2
ENSRNOG00000007372	ENSRNOG00000007372	direct	CASP1
ENSRNOG00000007374	ENSRNOG00000078101	symbol	TAC1
ENSRNOG00000007375	ENSRNOG00000007375	direct	CCDC105
ENSRNOG00000007377	ENSRNOG00000007377	direct	SLIT3
ENSRNOG00000007378	ENSRNOG00000007378	direct	ACOX2
ENSRNOG00000007387	ENSRNOG00000007387	direct	PER1
ENSRNOG00000007390	ENSRNOG00000007390	direct	NFKBIA
ENSRNOG00000007391	ENSRNOG00000007391	direct	HES7
ENSRNOG00000007392	NA	unmapped	ATP6V1F
ENSRNOG00000007393	ENSRNOG00000007393	direct	NDRG1
ENSRNOG00000007395	ENSRNOG00000007395	direct	BAAT
ENSRNOG00000007398	ENSRNOG00000007398	direct	ZFP691
ENSRNOG00000007400	ENSRNOG00000007400	direct	SREBF2
ENSRNOG00000007402	ENSRNOG00000007402	direct	AC121415.1
ENSRNOG00000007404	ENSRNOG00000007404	direct	SVBP
ENSRNOG00000007405	ENSRNOG00000007405	direct	KRBA1
ENSRNOG00000007407	ENSRNOG00000007407	direct	NDUFA12
ENSRNOG00000007408	ENSRNOG00000007408	direct	EBF4
ENSRNOG00000007410	ENSRNOG00000007410	direct	DAB1
ENSRNOG00000007412	ENSRNOG00000007412	direct	DOK1
ENSRNOG00000007415	ENSRNOG00000007415	direct	PTGS1
ENSRNOG00000007416	ENSRNOG00000007416	direct	CLP1
ENSRNOG00000007418	ENSRNOG00000007418	direct	IPO9
ENSRNOG00000007419	ENSRNOG00000007419	direct	PANK3
ENSRNOG00000007420	ENSRNOG00000007420	direct	HRH1
ENSRNOG00000007422	ENSRNOG00000007422	direct	VAV2
ENSRNOG00000007426	ENSRNOG00000007426	direct	TMEM64
ENSRNOG00000007427	ENSRNOG00000007427	direct	ENTPD6
ENSRNOG00000007430	ENSRNOG00000007430	direct	SLX4IP
ENSRNOG00000007431	ENSRNOG00000007431	direct	SHROOM1
ENSRNOG00000007432	ENSRNOG00000007432	direct	POLR3B
ENSRNOG00000007433	ENSRNOG00000007433	direct	CYB561
ENSRNOG00000007434	ENSRNOG00000007434	direct	UBE2J1
ENSRNOG00000007436	ENSRNOG00000007436	direct	TEDC2
ENSRNOG00000007437	ENSRNOG00000007437	direct	IRF5
ENSRNOG00000007439	ENSRNOG00000007439	direct	UNC13D
ENSRNOG00000007440	ENSRNOG00000007440	direct	DZANK1
ENSRNOG00000007441	ENSRNOG00000007441	direct	KLHL32
ENSRNOG00000007442	ENSRNOG00000007442	direct	UBL7
ENSRNOG00000007443	ENSRNOG00000007443	direct	JAG1
ENSRNOG00000007445	ENSRNOG00000007445	direct	ASPH
ENSRNOG00000007446	ENSRNOG00000007446	direct	APIP
ENSRNOG00000007447	ENSRNOG00000007447	direct	PLA2G4B
ENSRNOG00000007454	ENSRNOG00000007454	direct	ALOXE3
ENSRNOG00000007455	ENSRNOG00000007455	direct	TMEM132E
ENSRNOG00000007456	ENSRNOG00000007456	direct	CALB1
ENSRNOG00000007457	ENSRNOG00000007457	direct	SERPING1
ENSRNOG00000007459	ENSRNOG00000007459	direct	PCNX1
ENSRNOG00000007461	NA	unmapped	KLHL41
ENSRNOG00000007462	ENSRNOG00000007462	direct	SEPTIN8
ENSRNOG00000007467	ENSRNOG00000007467	direct	ACE3
ENSRNOG00000007468	ENSRNOG00000007468	direct	IFNG
ENSRNOG00000007472	ENSRNOG00000007472	direct	SETD5
ENSRNOG00000007475	ENSRNOG00000064680	symbol	GPIHBP1
ENSRNOG00000007477	ENSRNOG00000007477	direct	EDN3
ENSRNOG00000007478	ENSRNOG00000007478	direct	CRY2
ENSRNOG00000007483	ENSRNOG00000007483	direct	CCNF
ENSRNOG00000007484	ENSRNOG00000007484	direct	EHF
ENSRNOG00000007485	ENSRNOG00000007485	direct	ARFGEF2
ENSRNOG00000007486	ENSRNOG00000007486	direct	ATG7
ENSRNOG00000007489	ENSRNOG00000007489	direct	ZFP41
