feature_ID	symbol	biotype
ENSRNOG00000005331	Vapb	protein_coding
ENSRNOG00000005332	Csdc2	protein_coding
ENSRNOG00000005333	Azin1	protein_coding
ENSRNOG00000005335	Galnt13	protein_coding
ENSRNOG00000005336	Prss27	protein_coding
ENSRNOG00000005338	Drd5	protein_coding
ENSRNOG00000005341	Upp2	protein_coding
ENSRNOG00000005342	Rassf5	protein_coding
ENSRNOG00000005343	Esr2	protein_coding
ENSRNOG00000005344	Nol10	protein_coding
ENSRNOG00000005345	Vsnl1	protein_coding
ENSRNOG00000005346	Tmem128	protein_coding
ENSRNOG00000005347	Fjx1	protein_coding
ENSRNOG00000005348	Pamr1	protein_coding
ENSRNOG00000005350	Pwp1	protein_coding
ENSRNOG00000005352	Elf4	protein_coding
ENSRNOG00000005353	Rybp	protein_coding
ENSRNOG00000005355	Ncstn	protein_coding
ENSRNOG00000005357	Ctc1	protein_coding
ENSRNOG00000005358	Pmm1	protein_coding
ENSRNOG00000005359	Csrnp3	protein_coding
ENSRNOG00000005360	Dhrs7b	protein_coding
ENSRNOG00000005362	Rab3ip	protein_coding
ENSRNOG00000005365	Kcnip1	protein_coding
ENSRNOG00000005366	Fam98b	protein_coding
ENSRNOG00000005367	Slc12a1	protein_coding
ENSRNOG00000005369	Kcnj3	protein_coding
ENSRNOG00000005370	S1pr4	protein_coding
ENSRNOG00000005371	Klhl29	protein_coding
ENSRNOG00000005374	Lyar	protein_coding
ENSRNOG00000005375	C5h8orf34	protein_coding
ENSRNOG00000005376	Mad2l1	protein_coding
ENSRNOG00000005377	Tmem11	protein_coding
ENSRNOG00000005378	Gna15	protein_coding
ENSRNOG00000005382	Mroh4	protein_coding
ENSRNOG00000005383	Prp25l1	protein_coding
ENSRNOG00000005386	Kitlg	protein_coding
ENSRNOG00000005387	Rbm3	protein_coding
ENSRNOG00000005388	Rassf3	protein_coding
ENSRNOG00000005390	Nup210	protein_coding
ENSRNOG00000005391	Prex2	protein_coding
ENSRNOG00000005392	Ngfr	protein_coding
ENSRNOG00000005393	Sertad2	protein_coding
ENSRNOG00000005397	Maea	protein_coding
ENSRNOG00000005402	AABR07040938.1	protein_coding
ENSRNOG00000005404	Rasgrp1	protein_coding
ENSRNOG00000005406	Clint1	protein_coding
ENSRNOG00000005409	Lrrc9	protein_coding
ENSRNOG00000005410	Cdca7l	protein_coding
ENSRNOG00000005411	Aftph	protein_coding
ENSRNOG00000005412	Or2a25	protein_coding
ENSRNOG00000005413	Creb3l1	protein_coding
ENSRNOG00000005417	Zhx2	protein_coding
ENSRNOG00000005418	Trap1	protein_coding
ENSRNOG00000005420	Abcg8	protein_coding
ENSRNOG00000005424	Odc1	protein_coding
ENSRNOG00000005426	Snupn	protein_coding
ENSRNOG00000005428	Ctbp1	protein_coding
ENSRNOG00000005433	Shq1	protein_coding
ENSRNOG00000005434	Sptbn1	protein_coding
ENSRNOG00000005437	Rida	protein_coding
ENSRNOG00000005438	Pcsk2	protein_coding
ENSRNOG00000005446	Gna11	protein_coding
ENSRNOG00000005447	Ypel2	protein_coding
ENSRNOG00000005450	Lsm11	protein_coding
ENSRNOG00000005451	Dnah11	protein_coding
ENSRNOG00000005457	Lamp5	protein_coding
ENSRNOG00000005464	Lgalsl	protein_coding
ENSRNOG00000005465	Kcnmb1	protein_coding
ENSRNOG00000005468	Rbm28	protein_coding
ENSRNOG00000005470	Atxn3	protein_coding
ENSRNOG00000005472	Sp4	protein_coding
ENSRNOG00000005478	Fkbp9	protein_coding
ENSRNOG00000005479	Slc1a2	protein_coding
ENSRNOG00000005480	Ybx3	protein_coding
ENSRNOG00000005482	Sap30bp	protein_coding
ENSRNOG00000005483	Rpap1	protein_coding
ENSRNOG00000005486	Phf20l1	protein_coding
ENSRNOG00000005491	Best3	protein_coding
ENSRNOG00000005492	Hpcal1	protein_coding
ENSRNOG00000005496	Ing3	protein_coding
ENSRNOG00000005498	Gcg	protein_coding
ENSRNOG00000005502	Ankib1	protein_coding
ENSRNOG00000005504	Pkp4	protein_coding
ENSRNOG00000005505	Wbp11	protein_coding
ENSRNOG00000005506	Arhgef5	protein_coding
ENSRNOG00000005509	Pak5	protein_coding
ENSRNOG00000005512	Ndufa4	protein_coding
ENSRNOG00000005513	Srsf5	protein_coding
ENSRNOG00000005515	Rhbdl3	protein_coding
ENSRNOG00000005519	Grm3	protein_coding
ENSRNOG00000005522	Sh3yl1	protein_coding
ENSRNOG00000005524	Pno1	protein_coding
ENSRNOG00000005528	Tbk1	protein_coding
ENSRNOG00000005530	Rps6kl1	protein_coding
ENSRNOG00000005533	C19h19orf67	protein_coding
ENSRNOG00000005535	Ikzf4	protein_coding
ENSRNOG00000005538	Psmd11	protein_coding
ENSRNOG00000005539	Thg1l	protein_coding
ENSRNOG00000005540	Nin	protein_coding
ENSRNOG00000005542	Apob	protein_coding
ENSRNOG00000005545	Cst5	protein_coding
ENSRNOG00000005550	Lrfn5	protein_coding
ENSRNOG00000005551	Derl1	protein_coding
ENSRNOG00000005555	Lrrc10	protein_coding
ENSRNOG00000005556	Snrpf	protein_coding
ENSRNOG00000005558	C13h1orf74	protein_coding
ENSRNOG00000005561	Brinp1	protein_coding
ENSRNOG00000005564	Ubn2	protein_coding
ENSRNOG00000005565	Traf3ip3	protein_coding
ENSRNOG00000005568	AABR07064804.1	protein_coding
ENSRNOG00000005569	Phospho1	protein_coding
ENSRNOG00000005572	Ndufb11b	protein_coding
ENSRNOG00000005573	Ntn4	protein_coding
ENSRNOG00000005574	Adamts8	protein_coding
ENSRNOG00000005575	Abi3	protein_coding
ENSRNOG00000005576	Rpia	protein_coding
ENSRNOG00000005577	Desi1	protein_coding
ENSRNOG00000005578	Zbtb44	protein_coding
ENSRNOG00000005580	Itgb4	protein_coding
ENSRNOG00000005587	Suclg1	protein_coding
ENSRNOG00000005589	Dhrs7	protein_coding
ENSRNOG00000005592	Brinp2	protein_coding
ENSRNOG00000005600	Nr4a2	protein_coding
ENSRNOG00000005602	Mthfd1	protein_coding
ENSRNOG00000005606	Med1	protein_coding
ENSRNOG00000005608	Tead4	protein_coding
ENSRNOG00000005609	Neurod1	protein_coding
ENSRNOG00000005610	Yipf4	protein_coding
ENSRNOG00000005614	Txn2	protein_coding
ENSRNOG00000005615	Gadd45a	protein_coding
ENSRNOG00000005616	Ncoa3	protein_coding
ENSRNOG00000005618	Fmc1	protein_coding
ENSRNOG00000005619	Misp3	protein_coding
ENSRNOG00000005620	Lcp2	protein_coding
ENSRNOG00000005621	Gxylt2	protein_coding
ENSRNOG00000005623	Ankmy2	protein_coding
ENSRNOG00000005624	Zfx	protein_coding
ENSRNOG00000005628	Hoxa1	protein_coding
ENSRNOG00000005630	Hint1l2	protein_coding
ENSRNOG00000005633	Zbtb49	protein_coding
ENSRNOG00000005634	Lingo2	protein_coding
ENSRNOG00000005637	Usp44	protein_coding
ENSRNOG00000005639	Ar	protein_coding
ENSRNOG00000005641	Fbxl4	protein_coding
ENSRNOG00000005642	Frs2	protein_coding
ENSRNOG00000005645	Tas2r130	protein_coding
ENSRNOG00000005646	Tas2r107	protein_coding
ENSRNOG00000005650	Pgf	protein_coding
ENSRNOG00000005652	Cntn4	protein_coding
ENSRNOG00000005655	Cpa6	protein_coding
ENSRNOG00000005659	Aurkb	protein_coding
ENSRNOG00000005660	Fam110c	protein_coding
ENSRNOG00000005662	Grm7	protein_coding
ENSRNOG00000005664	Tas2r105	protein_coding
ENSRNOG00000005667	Astn1	protein_coding
ENSRNOG00000005668	Ndufa8	protein_coding
ENSRNOG00000005669	Car8	protein_coding
ENSRNOG00000005670	Art4	protein_coding
ENSRNOG00000005673	Runx1t1	protein_coding
ENSRNOG00000005678	Lamb1	protein_coding
ENSRNOG00000005679	Fap	protein_coding
ENSRNOG00000005681	Snu13l1	protein_coding
ENSRNOG00000005686	Suclg2	protein_coding
ENSRNOG00000005687	Slc6a14	protein_coding
ENSRNOG00000005689	Yeats4	protein_coding
ENSRNOG00000005690	Lmcd1	protein_coding
ENSRNOG00000005691	Rnf32	protein_coding
ENSRNOG00000005692	Tas2r114	protein_coding
ENSRNOG00000005694	AABR07048253.1	protein_coding
ENSRNOG00000005695	Mgp	protein_coding
ENSRNOG00000005697	Slc6a11	protein_coding
ENSRNOG00000005700	Nsg1	protein_coding
ENSRNOG00000005701	Il36g	protein_coding
ENSRNOG00000005703	Arfgef1	protein_coding
ENSRNOG00000005705	Qpct	protein_coding
ENSRNOG00000005707	Bfsp1	protein_coding
ENSRNOG00000005708	Mmp16	protein_coding
ENSRNOG00000005710	Rbm7	protein_coding
ENSRNOG00000005711	Ptprd	protein_coding
ENSRNOG00000005713	Ccdc82	protein_coding
ENSRNOG00000005715	Lgr4	protein_coding
ENSRNOG00000005719	Emc4	protein_coding
ENSRNOG00000005720	Spic	protein_coding
ENSRNOG00000005721	Toporsl	protein_coding
ENSRNOG00000005722	Il36a	protein_coding
ENSRNOG00000005723	Grin3a	protein_coding
ENSRNOG00000005724	Map3k7	protein_coding
ENSRNOG00000005726	Pclo	protein_coding
ENSRNOG00000005727	Galnt3	protein_coding
ENSRNOG00000005729	Palm3	protein_coding
ENSRNOG00000005730	Pcmtd1	protein_coding
ENSRNOG00000005731	Birc3	protein_coding
ENSRNOG00000005733	Cpsf2	protein_coding
ENSRNOG00000005734	Ssuh2	protein_coding
ENSRNOG00000005736	Eif1ax	protein_coding
ENSRNOG00000005742	Or5w15	protein_coding
ENSRNOG00000005743	Dapl1	protein_coding
ENSRNOG00000005747	Il27ra	protein_coding
ENSRNOG00000005749	Foxred2	protein_coding
ENSRNOG00000005751	Il36rn	protein_coding
ENSRNOG00000005753	Alg13l1	protein_coding
ENSRNOG00000005758	Abtb3	protein_coding
ENSRNOG00000005762	Rab22a	protein_coding
ENSRNOG00000005763	Arl1	protein_coding
ENSRNOG00000005765	Ap4s1	protein_coding
ENSRNOG00000005766	Tbc1d20	protein_coding
ENSRNOG00000005767	Tulp3	protein_coding
ENSRNOG00000005769	Smg8	protein_coding
ENSRNOG00000005770	Sostdc1	protein_coding
ENSRNOG00000005772	Hacd4	protein_coding
ENSRNOG00000005775	Phf14	protein_coding
ENSRNOG00000005776	Bcl11b	protein_coding
ENSRNOG00000005780	Adamts13	protein_coding
ENSRNOG00000005781	Wnt16	protein_coding
ENSRNOG00000005783	Dlg5	protein_coding
ENSRNOG00000005787	Erp27	protein_coding
ENSRNOG00000005788	Cdk5rap2	protein_coding
ENSRNOG00000005790	RGD1306474	protein_coding
ENSRNOG00000005792	Ankef1	protein_coding
ENSRNOG00000005793	Or5i1	protein_coding
ENSRNOG00000005794	Slc10a1	protein_coding
ENSRNOG00000005795	Aasdhppt	protein_coding
ENSRNOG00000005796	Ctnna1	protein_coding
ENSRNOG00000005798	Cav3	protein_coding
ENSRNOG00000005800	Il1f10	protein_coding
ENSRNOG00000005801	Stx17	protein_coding
ENSRNOG00000005802	Usp24	protein_coding
ENSRNOG00000005804	Eif3d	protein_coding
ENSRNOG00000005806	Oxtr	protein_coding
ENSRNOG00000005807	Ptpn7	protein_coding
ENSRNOG00000005809	Arhgdib	protein_coding
ENSRNOG00000005810	Nlrc4	protein_coding
ENSRNOG00000005814	Katnbl1	protein_coding
ENSRNOG00000005818	Elapor2	protein_coding
ENSRNOG00000005823	Utp20	protein_coding
ENSRNOG00000005825	Lyz2	protein_coding
ENSRNOG00000005828	Skp1	protein_coding
ENSRNOG00000005830	Tafa4	protein_coding
ENSRNOG00000005840	Cacfd1	protein_coding
ENSRNOG00000005841	Erp44	protein_coding
ENSRNOG00000005849	Aco1	protein_coding
ENSRNOG00000005850	Gdap1	protein_coding
ENSRNOG00000005853	Tacr1	protein_coding
ENSRNOG00000005854	Angpt1	protein_coding
ENSRNOG00000005856	Slc30a6	protein_coding
ENSRNOG00000005857	Lrrc3b	protein_coding
ENSRNOG00000005858	Kap	protein_coding
ENSRNOG00000005861	Hsd11b1	protein_coding
ENSRNOG00000005865	Itprid2	protein_coding
ENSRNOG00000005868	Ttc21b	protein_coding
ENSRNOG00000005869	Tcea1	protein_coding
ENSRNOG00000005871	Il1rn	protein_coding
ENSRNOG00000005872	Tcf7	protein_coding
ENSRNOG00000005874	Tle2	protein_coding
ENSRNOG00000005877	Lrpprc	protein_coding
ENSRNOG00000005879	Maml2	protein_coding
ENSRNOG00000005882	Tle1	protein_coding
ENSRNOG00000005883	Nek10	protein_coding
ENSRNOG00000005884	Emc7	protein_coding
ENSRNOG00000005886	Zscan20	protein_coding
ENSRNOG00000005888	Fsip1	protein_coding
ENSRNOG00000005890	Serbp1	protein_coding
ENSRNOG00000005900	Slc2a6	protein_coding
ENSRNOG00000005902	Ccdc34	protein_coding
ENSRNOG00000005903	St14	protein_coding
ENSRNOG00000005904	Cdc27	protein_coding
ENSRNOG00000005905	Pde4b	protein_coding
ENSRNOG00000005906	Cd36-ps1	protein_coding
ENSRNOG00000005907	Rad18	protein_coding
ENSRNOG00000005908	Dmtf1	protein_coding
ENSRNOG00000005911	Rln3	protein_coding
ENSRNOG00000005916	Ppm1a	protein_coding
ENSRNOG00000005917	Pawr	protein_coding
ENSRNOG00000005918	C8h11orf71	protein_coding
ENSRNOG00000005921	Or9m1b	protein_coding
ENSRNOG00000005923	Mtmr2	protein_coding
ENSRNOG00000005924	Dstn	protein_coding
ENSRNOG00000005927	Cpsf6	protein_coding
ENSRNOG00000005929	Them6	protein_coding
ENSRNOG00000005930	Nnmt	protein_coding
ENSRNOG00000005931	Cpq	protein_coding
ENSRNOG00000005932	Megf9	protein_coding
ENSRNOG00000005933	Yap1	protein_coding
ENSRNOG00000005934	Mlip	protein_coding
ENSRNOG00000005935	A3galt2	protein_coding
ENSRNOG00000005936	Foxm1	protein_coding
ENSRNOG00000005944	Slurp1	protein_coding
ENSRNOG00000005947	Pde6h	protein_coding
ENSRNOG00000005950	Or5d37	protein_coding
ENSRNOG00000005951	Hnrnpa1-ps20	protein_coding
ENSRNOG00000005954	Il5ra	protein_coding
ENSRNOG00000005955	Naalad2	protein_coding
ENSRNOG00000005956	Erich5	protein_coding
ENSRNOG00000005957	Slc4a7	protein_coding
ENSRNOG00000005958	Rrbp1	protein_coding
ENSRNOG00000005960	Vwa5al1	protein_coding
ENSRNOG00000005963	Rab2a	protein_coding
ENSRNOG00000005964	Nr4a3	protein_coding
ENSRNOG00000005965	Irak4	protein_coding
ENSRNOG00000005968	Hoxa2	protein_coding
ENSRNOG00000005970	Lrrc1	protein_coding
ENSRNOG00000005971	Gpr176	protein_coding
ENSRNOG00000005981	Nt5c3a	protein_coding
ENSRNOG00000005982	C1d	protein_coding
ENSRNOG00000005985	Kcnma1	protein_coding
ENSRNOG00000005987	Suox	protein_coding
ENSRNOG00000005988	Arl8a	protein_coding
ENSRNOG00000005990	Wdsub1	protein_coding
ENSRNOG00000005993	Oxsm	protein_coding
ENSRNOG00000005996	Lhx6	protein_coding
ENSRNOG00000005998	Smoc1	protein_coding
ENSRNOG00000006000	Cdk12	protein_coding
ENSRNOG00000006001	Luc7l2	protein_coding
ENSRNOG00000006002	Stk35	protein_coding
ENSRNOG00000006003	Ctnna2	protein_coding
ENSRNOG00000006004	Phc2	protein_coding
ENSRNOG00000006010	Slc6a20b	protein_coding
ENSRNOG00000006019	G0s2	protein_coding
ENSRNOG00000006025	Lamb3	protein_coding
ENSRNOG00000006027	Eif2ak4	protein_coding
ENSRNOG00000006028	Tubgcp6	protein_coding
ENSRNOG00000006030	Ptprz1	protein_coding
ENSRNOG00000006032	Banf2	protein_coding
ENSRNOG00000006033	Spon2	protein_coding
ENSRNOG00000006037	Snap25	protein_coding
ENSRNOG00000006048	Ezh2	protein_coding
ENSRNOG00000006049	Rfx1	protein_coding
ENSRNOG00000006050	Med19	protein_coding
ENSRNOG00000006052	Sulf2	protein_coding
ENSRNOG00000006058	Lypd2	protein_coding
ENSRNOG00000006060	Matn2	protein_coding
ENSRNOG00000006062	Hs1bp3	protein_coding
ENSRNOG00000006063	Phf21a	protein_coding
ENSRNOG00000006067	Aifm1	protein_coding
ENSRNOG00000006068	Tmem117	protein_coding
ENSRNOG00000006069	Eif2ak3	protein_coding
ENSRNOG00000006075	Fez1	protein_coding
ENSRNOG00000006076	Steap2	protein_coding
ENSRNOG00000006077	Snx5	protein_coding
ENSRNOG00000006079	Psd4	protein_coding
ENSRNOG00000006082	Rmdn2	protein_coding
ENSRNOG00000006084	Cngb3	protein_coding
ENSRNOG00000006086	Lynx1	protein_coding
ENSRNOG00000006087	Rnf20	protein_coding
ENSRNOG00000006090	Ucn	protein_coding
ENSRNOG00000006093	LRRTM1	protein_coding
ENSRNOG00000006094	Cd44	protein_coding
ENSRNOG00000006096	Slc26a7	protein_coding
ENSRNOG00000006098	Sox30	protein_coding
ENSRNOG00000006102	Pole4	protein_coding
ENSRNOG00000006103	Tbc1d31	protein_coding
ENSRNOG00000006104	Tg	protein_coding
ENSRNOG00000006110	Jph1	protein_coding
ENSRNOG00000006114	Cfap69	protein_coding
ENSRNOG00000006116	Hk2	protein_coding
ENSRNOG00000006118	Klf10	protein_coding
ENSRNOG00000006119	Slc7a15	protein_coding
ENSRNOG00000006120	Shh	protein_coding
ENSRNOG00000006122	Igf2bp1	protein_coding
ENSRNOG00000006126	Nup88	protein_coding
ENSRNOG00000006130	Rab5b	protein_coding
ENSRNOG00000006131	Mettl2	protein_coding
ENSRNOG00000006132	Garin1b	protein_coding
ENSRNOG00000006136	Pdpk1	protein_coding
ENSRNOG00000006137	Arid1a	protein_coding
ENSRNOG00000006139	Stx18	protein_coding
ENSRNOG00000006142	Mymk	protein_coding
ENSRNOG00000006143	Ngly1	protein_coding
ENSRNOG00000006144	Cntn3	protein_coding
ENSRNOG00000006146	Trim54	protein_coding
ENSRNOG00000006148	C10h5orf15	protein_coding
ENSRNOG00000006151	Reg3b	protein_coding
ENSRNOG00000006167	Rasal3	protein_coding
ENSRNOG00000006170	Bach2	protein_coding
ENSRNOG00000006174	Grid2	protein_coding
ENSRNOG00000006178	Dync1h1	protein_coding
ENSRNOG00000006180	Pum2	protein_coding
ENSRNOG00000006185	Etaa1-ps1	protein_coding
ENSRNOG00000006197	Calu	protein_coding
ENSRNOG00000006198	Prr11	protein_coding
ENSRNOG00000006199	Crppa	protein_coding
ENSRNOG00000006200	St18	protein_coding
ENSRNOG00000006204	Slc30a3	protein_coding
ENSRNOG00000006206	Tmem106b	protein_coding
ENSRNOG00000006209	Mbd6	protein_coding
ENSRNOG00000006217	Wiz	protein_coding
ENSRNOG00000006221	Uba3	protein_coding
ENSRNOG00000006224	Klhl31	protein_coding
ENSRNOG00000006227	Ifih1	protein_coding
ENSRNOG00000006228	Pdia4	protein_coding
ENSRNOG00000006231	Ptpro	protein_coding
ENSRNOG00000006235	Nell2	protein_coding
ENSRNOG00000006236	Dsn1	protein_coding
ENSRNOG00000006237	Gpr37l1	protein_coding
ENSRNOG00000006238	Traf2	protein_coding
ENSRNOG00000006241	Marchf7	protein_coding
ENSRNOG00000006244	Lztfl1	protein_coding
ENSRNOG00000006247	Copa	protein_coding
ENSRNOG00000006248	Trim37	protein_coding
ENSRNOG00000006251	Fam83a	protein_coding
ENSRNOG00000006255	Nipal4	protein_coding
ENSRNOG00000006261	Papolg	protein_coding
ENSRNOG00000006264	Itfg2	protein_coding
ENSRNOG00000006268	Ifnb1	protein_coding
ENSRNOG00000006278	Tspyl5	protein_coding
ENSRNOG00000006280	Pcsk9	protein_coding
ENSRNOG00000006281	Hoxa3	protein_coding
ENSRNOG00000006285	Tlk2	protein_coding
ENSRNOG00000006293	Foxi1	protein_coding
ENSRNOG00000006296	Six6	protein_coding
ENSRNOG00000006298	Cpne3	protein_coding
ENSRNOG00000006302	Gclc	protein_coding
ENSRNOG00000006304	Mdm2	protein_coding
ENSRNOG00000006305	Slc38a2	protein_coding
ENSRNOG00000006306	Gip	protein_coding
ENSRNOG00000006311	Ccr9	protein_coding
ENSRNOG00000006314	Zbp1	protein_coding
ENSRNOG00000006324	Trpc6	protein_coding
ENSRNOG00000006327	Rcc2	protein_coding
ENSRNOG00000006328	Wwp1	protein_coding
ENSRNOG00000006329	Peli1	protein_coding
ENSRNOG00000006330	Elf3	protein_coding
ENSRNOG00000006331	Elovl5	protein_coding
ENSRNOG00000006334	Txndc16	protein_coding
ENSRNOG00000006336	Fyco1	protein_coding
ENSRNOG00000006338	Lrp6	protein_coding
ENSRNOG00000006340	Memo1	protein_coding
ENSRNOG00000006350	Tle6	protein_coding
ENSRNOG00000006353	Large2	protein_coding
ENSRNOG00000006355	Akap8l	protein_coding
ENSRNOG00000006356	C14h2orf73	protein_coding
ENSRNOG00000006357	Sgip1	protein_coding
ENSRNOG00000006359	Galk1	protein_coding
ENSRNOG00000006360	Reg3a	protein_coding
ENSRNOG00000006363	Mbd3l1	protein_coding
ENSRNOG00000006364	Dld	protein_coding
ENSRNOG00000006365	Asb15	protein_coding
ENSRNOG00000006367	Slc5a8	protein_coding
ENSRNOG00000006368	Lrrn3	protein_coding
ENSRNOG00000006369	Alg2	protein_coding
ENSRNOG00000006370	C7h8orf76	protein_coding
ENSRNOG00000006375	Vdac1	protein_coding
ENSRNOG00000006378	Mga	protein_coding
ENSRNOG00000006380	Srsf6	protein_coding
ENSRNOG00000006383	Atoh1	protein_coding
ENSRNOG00000006384	Rig1	protein_coding
ENSRNOG00000006388	Pygl	protein_coding
ENSRNOG00000006391	Smarcad1	protein_coding
ENSRNOG00000006392	Xrcc6	protein_coding
ENSRNOG00000006393	Sirt6	protein_coding
ENSRNOG00000006394	Tbc1d10a	protein_coding
ENSRNOG00000006395	Tldc2	protein_coding
ENSRNOG00000006397	Chrm5	protein_coding
ENSRNOG00000006398	Abcb5	protein_coding
ENSRNOG00000006399	Synj2bp	protein_coding
ENSRNOG00000006400	Tbc1d14	protein_coding
ENSRNOG00000006403	Nectin1	protein_coding
ENSRNOG00000006408	Or4c123	protein_coding
ENSRNOG00000006410	Akap5	protein_coding
ENSRNOG00000006412	Zhx1	protein_coding
ENSRNOG00000006418	Samhd1	protein_coding
ENSRNOG00000006419	Aven	protein_coding
ENSRNOG00000006420	Rbm38	protein_coding
ENSRNOG00000006422	Kcnk16	protein_coding
ENSRNOG00000006426	Syt1	protein_coding
ENSRNOG00000006428	Or1m1	protein_coding
ENSRNOG00000006432	Trnt1	protein_coding
ENSRNOG00000006433	Or4c125	protein_coding
ENSRNOG00000006435	Tor1b	protein_coding
ENSRNOG00000006439	Or7g16	protein_coding
ENSRNOG00000006440	Ift27	protein_coding
ENSRNOG00000006441	Zbtb25	protein_coding
ENSRNOG00000006444	Fkbp4	protein_coding
ENSRNOG00000006450	Erbb2	protein_coding
ENSRNOG00000006460	Amdhd2	protein_coding
ENSRNOG00000006462	Ero1a	protein_coding
ENSRNOG00000006467	Eif2b2	protein_coding
ENSRNOG00000006469	Cdk2	protein_coding
ENSRNOG00000006470	Camk1g	protein_coding
ENSRNOG00000006471	Pvalb	protein_coding
ENSRNOG00000006472	Hspa2	protein_coding
ENSRNOG00000006476	Spmip9	protein_coding
ENSRNOG00000006478	Gja10	protein_coding
ENSRNOG00000006483	Heatr5a	protein_coding
ENSRNOG00000006485	Topors	protein_coding
ENSRNOG00000006486	Reg1a	protein_coding
ENSRNOG00000006487	Casp8ap2	protein_coding
ENSRNOG00000006490	Neo1	protein_coding
ENSRNOG00000006491	Foxi3	protein_coding
ENSRNOG00000006494	Tubg1	protein_coding
ENSRNOG00000006498	Lrrc69	protein_coding
ENSRNOG00000006499	Cops5	protein_coding
ENSRNOG00000006500	Snf8	protein_coding
ENSRNOG00000006503	Frmd3	protein_coding
ENSRNOG00000006505	Borcs5	protein_coding
ENSRNOG00000006508	Thnsl2	protein_coding
ENSRNOG00000006509	Srgap3	protein_coding
ENSRNOG00000006513	Borcs6	protein_coding
ENSRNOG00000006514	Vezt	protein_coding
ENSRNOG00000006515	Klhl15	protein_coding
ENSRNOG00000006519	Tmem107	protein_coding
ENSRNOG00000006523	Atl2	protein_coding
ENSRNOG00000006526	Sema3c	protein_coding
ENSRNOG00000006527	Slc6a1	protein_coding
ENSRNOG00000006532	H3f3b	protein_coding
ENSRNOG00000006534	Crbn	protein_coding
ENSRNOG00000006539	Pex16	protein_coding
ENSRNOG00000006541	Nup107	protein_coding
ENSRNOG00000006542	Atp6v0c	protein_coding
ENSRNOG00000006543	Bsnd	protein_coding
ENSRNOG00000006545	Septin7	protein_coding
ENSRNOG00000006548	Mrc2	protein_coding
ENSRNOG00000006551	Dcaf15	protein_coding
ENSRNOG00000006553	Bnc2	protein_coding
ENSRNOG00000006554	Fam149b1	protein_coding
ENSRNOG00000006557	Cyfip2	protein_coding
ENSRNOG00000006559	Akap8	protein_coding
ENSRNOG00000006565	Fstl4	protein_coding
ENSRNOG00000006569	Itgb8	protein_coding
ENSRNOG00000006570	Plekhg3	protein_coding
ENSRNOG00000006575	Ccdc96	protein_coding
ENSRNOG00000006576	Bms1	protein_coding
ENSRNOG00000006577	Or7g29	protein_coding
ENSRNOG00000006578	Odf1	protein_coding
ENSRNOG00000006579	Reg3g	protein_coding
ENSRNOG00000006582	Aptx	protein_coding
ENSRNOG00000006583	Hpgds	protein_coding
ENSRNOG00000006584	Or7g32	protein_coding
ENSRNOG00000006587	Setd3	protein_coding
ENSRNOG00000006588	Meox2	protein_coding
ENSRNOG00000006589	Mif	protein_coding
ENSRNOG00000006593	Grpel1	protein_coding
ENSRNOG00000006595	Htr3a	protein_coding
ENSRNOG00000006600	Unk	protein_coding
ENSRNOG00000006604	Thy1	protein_coding
ENSRNOG00000006608	Tmem70	protein_coding
ENSRNOG00000006611	Nostrin	protein_coding
ENSRNOG00000006615	Mtap	protein_coding
ENSRNOG00000006617	Cntnap2	protein_coding
ENSRNOG00000006619	Dnajc9	protein_coding
ENSRNOG00000006620	Xcr1	protein_coding
ENSRNOG00000006622	Cry1	protein_coding
ENSRNOG00000006623	Cd302	protein_coding
ENSRNOG00000006628	Dusp16	protein_coding
ENSRNOG00000006631	Sema3e	protein_coding
ENSRNOG00000006632	Rps6ka3	protein_coding
ENSRNOG00000006636	Otud6b	protein_coding
ENSRNOG00000006639	Scn9a	protein_coding
ENSRNOG00000006641	Dbh	protein_coding
ENSRNOG00000006642	Yipf6	protein_coding
ENSRNOG00000006644	Kdm4c	protein_coding
ENSRNOG00000006645	Ryr3	protein_coding
ENSRNOG00000006646	Vopp1	protein_coding
ENSRNOG00000006649	Thrb	protein_coding
ENSRNOG00000006652	Ddx1	protein_coding
ENSRNOG00000006653	Slc38a4	protein_coding
ENSRNOG00000006654	Or4c58	protein_coding
ENSRNOG00000006655	Plrg1	protein_coding
ENSRNOG00000006658	Tmem269	protein_coding
ENSRNOG00000006661	Rad51c	protein_coding
ENSRNOG00000006663	Usp2	protein_coding
ENSRNOG00000006670	Rai2	protein_coding
ENSRNOG00000006674	Rflnb	protein_coding
ENSRNOG00000006675	Fabp1	protein_coding
ENSRNOG00000006681	Rdh10	protein_coding
ENSRNOG00000006684	Zfp317	protein_coding
ENSRNOG00000006689	Chd7	protein_coding
ENSRNOG00000006695	Rbck1	protein_coding
ENSRNOG00000006697	Pip4p2	protein_coding
ENSRNOG00000006698	Rab33a	protein_coding
ENSRNOG00000006699	Mlh3	protein_coding
ENSRNOG00000006700	Ntaq1	protein_coding
ENSRNOG00000006703	Zfp398	protein_coding
ENSRNOG00000006705	Mkks	protein_coding
ENSRNOG00000006706	Or4c12	protein_coding
ENSRNOG00000006709	Pzp	protein_coding
ENSRNOG00000006711	Zfp212	protein_coding
ENSRNOG00000006716	Or4c35	protein_coding
ENSRNOG00000006717	Ankrd26	protein_coding
ENSRNOG00000006718	Rbm33	protein_coding
ENSRNOG00000006720	Rnpep	protein_coding
